end_station_name,end_station_latitude,end_station_longitude,year,month,count
Washington Park,40.6917823,-73.9737299,2015,5,1
Washington Pl & 6 Ave,40.73224119,-74.00026394,2015,4,1751
Washington Pl & Broadway,40.72903917,-73.99404649,2015,4,2522
Washington Square E,40.73049393,-73.9957214,2015,4,3442
Washington St & Gansevoort St,40.739323,-74.008119,2015,4,3028
Water - Whitehall Plaza,40.70255065,-74.0127234,2015,4,987
Watts St & Greenwich St,40.72405549,-74.00965965,2015,4,1794
West St & Chambers St,40.71754834,-74.01322069,2015,4,5349
West Thames St,40.70834698,-74.01713445,2015,4,1937
William St & Pine St,40.70717936,-74.00887308,2015,4,1298
Willoughby Ave & Hall St,40.69196035,-73.96536851,2015,4,469
Willoughby Ave & Walworth St,40.69331716,-73.95381995,2015,4,437
Willoughby St & Fleet St,40.69196566,-73.9813018,2015,4,602
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2015,4,1758
York St & Jay St,40.7014851,-73.98656928,2015,4,1511
1 Ave & E 15 St,40.73221853,-73.98165557,2015,5,5078
1 Ave & E 18 St,40.73381219,-73.98054421,2015,5,1441
1 Ave & E 30 St,40.74144387,-73.97536082,2015,5,3737
1 Ave & E 44 St,40.75001986,-73.96905301,2015,5,2424
10 Ave & W 28 St,40.75066386,-74.00176802,2015,5,3672
11 Ave & W 27 St,40.751396,-74.005226,2015,5,5217
11 Ave & W 41 St,40.76030096,-73.99884222,2015,5,3809
11 Ave & W 41 St,40.76030096,-73.99884222,2015,6,1
11 Ave & W 59 St,40.771522,-73.990541,2015,5,4143
12 Ave & W 40 St,40.76087502,-74.00277668,2015,5,6574
12 Ave & W 40 St,40.76087502,-74.00277668,2015,6,1
2 Ave & E 31 St,40.74290902,-73.97706058,2015,5,3463
2 Ave & E 58 St,40.76020258,-73.96478473,2015,5,2551
2 Ave & E 58 St,40.76020258,-73.96478473,2015,6,1
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2015,5,494
5 Ave & E 29 St,40.7451677,-73.98683077,2015,5,4088
6 Ave & Broome St,40.724399,-74.004704,2015,5,2874
6 Ave & Canal St,40.72243797,-74.00566443,2015,5,2594
6 Ave & Canal St,40.72243797,-74.00566443,2015,6,1
6 Ave & W 33 St,40.74901271,-73.98848395,2015,5,4483
8 Ave & W 31 St,40.75096735,-73.99444208,2015,5,9831
8 Ave & W 33 St,40.751551,-73.993934,2015,5,5993
8 Ave & W 52 St,40.76370739,-73.9851615,2015,5,2036
9 Ave & W 14 St,40.7405826,-74.00550867,2015,5,5134
9 Ave & W 16 St,40.74206539,-74.00443172,2015,5,5309
9 Ave & W 18 St,40.74317449,-74.00366443,2015,5,4643
9 Ave & W 22 St,40.7454973,-74.00197139,2015,5,5475
9 Ave & W 22 St,40.7454973,-74.00197139,2015,6,1
9 Ave & W 45 St,40.76019252,-73.9912551,2015,5,3815
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,2015,5,1207
Allen St & E Houston St,40.722055,-73.989111,2015,5,4119
Allen St & Hester St,40.71605866,-73.99190759,2015,5,3283
Allen St & Rivington St,40.72019576,-73.98997825,2015,5,4239
Ashland Pl & Hanson Pl,40.68528172,-73.97805813,2015,5,1883
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2015,5,1166
Atlantic Ave & Furman St,40.69165183,-73.9999786,2015,5,1827
Atlantic Ave & Furman St,40.69165183,-73.9999786,2015,6,1
Avenue D & E 12 St,40.72580614,-73.97422494,2015,5,560
Avenue D & E 3 St,40.72082834,-73.97793172,2015,5,1446
Avenue D & E 8 St,40.72368361,-73.97574813,2015,5,1113
Bank St & Hudson St,40.73652889,-74.00618026,2015,5,3453
Bank St & Washington St,40.7361967,-74.00859207,2015,5,2640
Barclay St & Church St,40.71291224,-74.01020234,2015,5,5434
Barrow St & Hudson St,40.73172428,-74.00674436,2015,5,7626
Bayard St & Baxter St,40.71602118,-73.99974372,2015,5,2527
Bayard St & Baxter St,40.71602118,-73.99974372,2015,6,1
Bedford Ave & S 9th St,40.70853074,-73.96408963,2015,5,343
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,2015,5,2512
Bond St & Schermerhorn St,40.68807003,-73.98410637,2015,5,1113
Broad St & Bridge St,40.70365182,-74.01167797,2015,5,1225
Broadway & Battery Pl,40.70463334,-74.01361706,2015,5,3144
Broadway & Berry St,40.71044554,-73.96525063,2015,5,939
Broadway & E 14 St,40.73454567,-73.99074142,2015,5,7039
Broadway & E 14 St,40.73454567,-73.99074142,2015,6,1
Broadway & E 22 St,40.7403432,-73.98955109,2015,5,6969
Broadway & W 24 St,40.7423543,-73.98915076,2015,5,6881
Broadway & W 29 St,40.7462009,-73.98855723,2015,5,3595
Broadway & W 32 St,40.74854862,-73.98808416,2015,5,3522
Broadway & W 36 St,40.75097711,-73.98765428,2015,5,2165
Broadway & W 37 St,40.75172632,-73.98753523,2015,5,1729
Broadway & W 39 St,40.75299641,-73.98721619,2015,5,2608
Broadway & W 41 St,40.75513557,-73.98658032,2015,5,3638
Broadway & W 41 St,40.75513557,-73.98658032,2015,6,1
Broadway & W 49 St,40.76064679,-73.98442659,2015,5,3927
Broadway & W 51 St,40.76228826,-73.98336183,2015,5,2888
Broadway & W 53 St,40.76344058,-73.98268129,2015,5,1714
Broadway & W 55 St,40.7652654,-73.98192338,2015,5,2787
Broadway & W 58 St,40.76695317,-73.98169333,2015,5,5346
Broadway & W 58 St,40.76695317,-73.98169333,2015,6,2
Broadway & W 60 St,40.76915505,-73.98191841,2015,5,8480
Broadway & W 60 St,40.76915505,-73.98191841,2015,6,1
Bus Slip & State St,40.701907,-74.013942,2015,5,2174
Bus Slip & State St,40.701907,-74.013942,2015,6,1
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,2015,5,1181
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,2015,5,1303
Cadman Plaza W & Pierrepont St,40.69475701,-73.99052739,2015,5,211
Cadman Plaza West & Montague St,40.69383,-73.990539,2015,5,1743
Canal St & Rutgers St,40.71427487,-73.98990025,2015,5,3517
Canal St & Rutgers St,40.71427487,-73.98990025,2015,6,1
Carlton Ave & Park Ave,40.69580705,-73.97355569,2015,5,401
Carmine St & 6 Ave,40.73038599,-74.00214988,2015,5,7130
Catherine St & Monroe St,40.71117444,-73.99682619,2015,5,1357
Central Park S & 6 Ave,40.76590936,-73.97634151,2015,5,7347
Centre St & Chambers St,40.71273266,-74.0046073,2015,5,6668
Centre St & Worth St,40.71494807,-74.00234482,2015,5,2375
Cherry St,40.71219906,-73.97948148,2015,5,1998
Christopher St & Greenwich St,40.73291553,-74.00711384,2015,5,7366
Clark St & Henry St,40.69760127,-73.99344559,2015,5,1564
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,2015,5,572
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,2015,6,1
Clermont Ave & Park Ave,40.69573398,-73.97129668,2015,5,451
Cleveland Pl & Spring St,40.7218158,-73.99720307,2015,5,7225
Cliff St & Fulton St,40.70823502,-74.00530063,2015,5,2170
Clinton Ave & Flushing Ave,40.69794,-73.96986848,2015,5,541
Clinton Ave & Myrtle Ave,40.693261,-73.968896,2015,5,1210
Clinton St & Grand St,40.71559509,-73.9870295,2015,5,2027
Clinton St & Joralemon St,40.69239502,-73.99337909,2015,5,1249
Clinton St & Tillary St,40.696192,-73.991218,2015,5,1291
Columbia Heights & Cranberry St,40.70037867,-73.99548059,2015,5,711
Columbia St & Rivington St,40.71739973,-73.98016555,2015,5,1552
Columbia St & Rivington St,40.71739973,-73.98016555,2015,6,1
Concord St & Bridge St,40.69766564,-73.98476437,2015,5,637
Concord St & Bridge St,40.69766564,-73.98476437,2015,6,1
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,2015,5,813
DeKalb Ave & Hudson Ave,40.689888,-73.981013,2015,5,2224
DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,2015,5,718
DeKalb Ave & Skillman St,40.6906495,-73.95643107,2015,5,449
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2015,5,770
Dean St & 4 Ave,40.68312489,-73.97895137,2015,5,1690
Division St & Bowery,40.71413089,-73.9970468,2015,5,2134
Duane St & Greenwich St,40.71748752,-74.0104554,2015,5,1909
Duffield St & Willoughby St,40.69221589,-73.9842844,2015,5,813
E 10 St & 5 Ave,40.73331967,-73.99510132,2015,5,2895
E 10 St & Avenue A,40.72740794,-73.98142006,2015,5,5007
E 11 St & 1 Ave,40.72953837,-73.98426726,2015,5,3449
E 11 St & 2 Ave,40.73047309,-73.98672378,2015,5,4666
E 11 St & 2 Ave,40.73047309,-73.98672378,2015,6,1
E 11 St & Broadway,40.73261787,-73.99158043,2015,5,2415
E 12 St & 3 Ave,40.73223272,-73.98889957,2015,5,4636
E 13 St & Avenue A,40.72955361,-73.98057249,2015,5,3738
E 14 St & Avenue B,40.72938685,-73.97772429,2015,5,4418
E 15 St & 3 Ave,40.734232,-73.986923,2015,5,3799
E 15 St & 3 Ave,40.734232,-73.986923,2015,6,3
E 16 St & 5 Ave,40.73726186,-73.99238967,2015,5,4989
E 16 St & Irving Pl,40.73524276,-73.98758561,2015,5,2979
E 17 St & Broadway,40.73704984,-73.99009296,2015,5,9941
E 19 St & 3 Ave,40.73624527,-73.98473765,2015,5,2771
E 2 St & 2 Ave,40.72502876,-73.99069656,2015,5,3759
E 2 St & Avenue B,40.72217444,-73.98368779,2015,5,3646
E 2 St & Avenue C,40.7208736,-73.98085795,2015,5,2033
E 20 St & 2 Ave,40.73587678,-73.98205027,2015,5,4667
E 20 St & FDR Drive,40.73314259,-73.97573881,2015,5,3039
E 20 St & FDR Drive,40.73314259,-73.97573881,2015,6,1
E 20 St & Park Ave,40.73827428,-73.98751968,2015,5,4226
E 23 St & 1 Ave,40.736502,-73.97809472,2015,5,4087
E 24 St & Park Ave S,40.74096374,-73.98602213,2015,5,3776
E 25 St & 1 Ave,40.7381765,-73.97738662,2015,5,2728
E 25 St & 2 Ave,40.73912601,-73.97973776,2015,5,3980
E 27 St & 1 Ave,40.739445,-73.976806,2015,5,2629
E 3 St & 1 Ave,40.72467721,-73.98783413,2015,5,3901
E 30 St & Park Ave S,40.74444921,-73.98303529,2015,5,4466
E 30 St & Park Ave S,40.74444921,-73.98303529,2015,6,1
E 31 St & 3 Ave,40.74394314,-73.97966069,2015,5,3698
E 32 St & Park Ave,40.7457121,-73.98194829,2015,5,4361
E 33 St & 2 Ave,40.744023,-73.976056,2015,5,3876
E 33 St & 5 Ave,40.74765947,-73.98490707,2015,5,3332
E 37 St & Lexington Ave,40.748238,-73.978311,2015,5,2014
E 39 St & 2 Ave,40.74780373,-73.9734419,2015,5,4220
E 39 St & 3 Ave,40.7489006,-73.97604882,2015,5,3497
E 4 St & 2 Ave,40.7262807,-73.98978041,2015,5,4105
E 4 St & 2 Ave,40.7262807,-73.98978041,2015,6,2
E 40 St & 5 Ave,40.75206231,-73.9816324,2015,5,4327
E 43 St & 2 Ave,40.75022392,-73.97121414,2015,5,1119
E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,2015,5,2563
E 45 St & 3 Ave,40.75255434,-73.97282625,2015,5,2393
E 47 St & 1 Ave,40.75206862,-73.96784384,2015,5,1441
E 47 St & 2 Ave,40.75323098,-73.97032517,2015,5,2014
E 47 St & Park Ave,40.75510267,-73.97498696,2015,5,3247
E 48 St & 3 Ave,40.7546011,-73.97187886,2015,5,2387
E 48 St & Madison Ave,40.75666,-73.976684,2015,5,3311
E 5 St & Avenue C,40.72299208,-73.97995466,2015,5,1624
E 51 St & 1 Ave,40.75455731,-73.96592976,2015,5,1556
E 51 St & Lexington Ave,40.75714758,-73.97207836,2015,5,2141
E 52 St & 2 Ave,40.756014,-73.967416,2015,5,1751
E 53 St & Lexington Ave,40.75828065,-73.97069431,2015,5,1895
E 53 St & Madison Ave,40.7597108,-73.97402311,2015,5,1594
E 55 St & 2 Ave,40.75797322,-73.96603308,2015,5,1614
E 55 St & Lexington Ave,40.75968085,-73.97031366,2015,5,1650
E 56 St & 3 Ave,40.75934501,-73.96759673,2015,5,1731
E 56 St & Madison Ave,40.761628,-73.972924,2015,5,2177
E 58 St & 3 Ave,40.76095756,-73.96724467,2015,5,4278
E 59 St & Sutton Pl,40.75849116,-73.95920622,2015,5,1483
E 59 St & Sutton Pl,40.75849116,-73.95920622,2015,6,1
E 6 St & Avenue B,40.72453734,-73.98185424,2015,5,2982
E 6 St & Avenue B,40.72453734,-73.98185424,2015,6,2
E 6 St & Avenue D,40.72228087,-73.97668709,2015,5,1695
E 7 St & Avenue A,40.72621788,-73.98379855,2015,5,5336
E 9 St & Avenue C,40.72521311,-73.97768752,2015,5,2855
E 9 St & Avenue C,40.72521311,-73.97768752,2015,6,1
Elizabeth St & Hester St,40.71729,-73.996375,2015,5,2955
Elizabeth St & Hester St,40.71729,-73.996375,2015,6,1
Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,2015,5,620
FDR Drive & E 35 St,40.744219,-73.97121214,2015,5,3259
Flushing Ave & Carlton Ave,40.69788349,-73.97350332,2015,5,766
Forsyth St & Broome St,40.71893904,-73.99266288,2015,5,3646
Forsyth St & Canal St,40.7158155,-73.99422366,2015,5,2657
Franklin Ave & Myrtle Ave,40.694528,-73.958089,2015,5,382
Franklin St & W Broadway,40.71911552,-74.00666661,2015,5,2362
Front St & Gold St,40.70224,-73.982578,2015,5,748
Front St & Maiden Ln,40.70530954,-74.00612572,2015,5,1938
Front St & Washington St,40.70255088,-73.98940236,2015,5,1706
Fulton St & Clermont Ave,40.68415748,-73.96922273,2015,5,856
Fulton St & Grand Ave,40.68223166,-73.9614583,2015,5,978
Fulton St & Rockwell Pl,40.688226,-73.979382,2015,5,994
Fulton St & William St,40.70955958,-74.00653609,2015,5,2338
Gallatin Pl & Livingston St,40.69028437,-73.98707105,2015,5,611
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,2015,5,6013
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,2015,6,1
Grand St & Greene St,40.72165481,-74.00234737,2015,5,3223
Grand St & Havemeyer St,40.71286844,-73.95698119,2015,5,1619
Great Jones St,40.72743423,-73.99379025,2015,5,1220
Greenwich Ave & 8 Ave,40.73901691,-74.00263761,2015,5,7542
Greenwich Ave & Charles St,40.735238,-74.000271,2015,5,3486
Greenwich St & N Moore St,40.72043411,-74.01020609,2015,5,4307
Greenwich St & Warren St,40.71542197,-74.01121978,2015,5,4932
Hancock St & Bedford Ave,40.68216564,-73.95399026,2015,5,317
Hanover Pl & Livingston St,40.68864636,-73.98263429,2015,5,249
Harrison St & Hudson St,40.71870987,-74.0090009,2015,5,1587
Henry St & Atlantic Ave,40.69089272,-73.99612349,2015,5,1436
Henry St & Poplar St,40.700469,-73.991454,2015,5,612
Henry St & Poplar St,40.700469,-73.991454,2015,6,2
Hicks St & Montague St,40.69512845,-73.99595065,2015,5,1065
Howard St & Centre St,40.71910537,-73.99973337,2015,5,3070
Hudson St & Reade St,40.71625008,-74.0091059,2015,5,2291
Jay St & Tech Pl,40.695065,-73.987167,2015,5,1592
John St & William St,40.70862144,-74.00722156,2015,5,1707
Johnson St & Gold St,40.69474881,-73.98362464,2015,5,1245
Kent Ave & S 11 St,40.70827295,-73.96834101,2015,5,819
LaGuardia Pl & W 3 St,40.72917025,-73.99810231,2015,5,4531
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,2015,5,494
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,2015,6,1
Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,2015,5,927
Lafayette Ave & St James Pl,40.68851534,-73.9647628,2015,5,483
Lafayette St & E 8 St,40.73028666,-73.9907647,2015,5,9895
Lafayette St & Jersey St,40.72456089,-73.99565293,2015,5,6442
Laight St & Hudson St,40.72185379,-74.00771779,2015,5,1027
Lawrence St & Willoughby St,40.69236178,-73.98631746,2015,5,1662
Lawrence St & Willoughby St,40.69236178,-73.98631746,2015,6,1
Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,2015,5,699
Leonard St & Church St,40.717571,-74.005549,2015,5,1657
Lexington Ave & Classon Ave,40.68676793,-73.95928168,2015,5,433
Lexington Ave & E 24 St,40.74025878,-73.98409214,2015,5,6143
Lexington Ave & E 24 St,40.74025878,-73.98409214,2015,6,1
Liberty St & Broadway,40.70905623,-74.01043382,2015,5,3331
Lispenard St & Broadway,40.71939226,-74.00247214,2015,5,2606
Little West St & 1 Pl,40.70569254,-74.01677685,2015,5,3182
Little West St & 1 Pl,40.70569254,-74.01677685,2015,6,1
MacDougal St & Prince St,40.72710258,-74.00297088,2015,5,6382
MacDougal St & Prince St,40.72710258,-74.00297088,2015,6,1
MacDougal St & Washington Sq,40.73226398,-73.99852205,2015,5,2808
Macon St & Nostrand Ave,40.68098339,-73.95004798,2015,5,615
Madison St & Clinton St,40.71269042,-73.98776323,2015,5,1659
Madison St & Montgomery St,40.713126,-73.984844,2015,5,1209
Maiden Ln & Pearl St,40.70706456,-74.00731853,2015,5,2032
Market St & Cherry St,40.71076228,-73.99400398,2015,5,1251
Mercer St & Bleecker St,40.72679454,-73.99695094,2015,5,5333
Mercer St & Spring St,40.72362738,-73.99949601,2015,5,2888
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2015,5,2890
Monroe St & Bedford Ave,40.6851443,-73.95380904,2015,5,570
Monroe St & Classon Ave,40.6845683,-73.95881081,2015,5,227
Mott St & Prince St,40.72317958,-73.99480012,2015,5,4556
Murray St & West St,40.7149787,-74.013012,2015,5,2200
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,2015,5,528
NYCBS Depot - SSP,40.646768,-74.01651,2015,5,10
NYCBS Depot - SSP,40.646768,-74.01651,2015,6,2
Nassau St & Navy St,40.69839895,-73.98068914,2015,5,545
Norfolk St & Broome St,40.7172274,-73.98802084,2015,5,2371
Old Fulton St,40.70277159,-73.99383605,2015,5,3004
Old Slip & Front St,40.7037992,-74.00838676,2015,5,1412
Park Ave & St Edwards St,40.69608941,-73.97803415,2015,5,149
Pearl St & Anchorage Pl,40.70281858,-73.98765762,2015,5,1434
Pearl St & Hanover Square,40.7047177,-74.00926027,2015,5,2664
Peck Slip & Front St,40.707873,-74.00167,2015,5,3320
Perry St & Bleecker St,40.73535398,-74.00483091,2015,5,2889
Pershing Square North,40.751873,-73.977706,2015,5,10069
Pershing Square North,40.751873,-73.977706,2015,6,2
Pershing Square South,40.751581,-73.97791,2015,5,3185
Pike St & E Broadway,40.71406667,-73.99293911,2015,5,2007
Pike St & Monroe St,40.71173107,-73.99193043,2015,5,1302
Pitt St & Stanton St,40.71926081,-73.98178024,2015,5,700
Railroad Ave & Kay Ave,40.70531194,-73.97100056,2015,5,71
Reade St & Broadway,40.71450451,-74.00562789,2015,5,2102
Rivington St & Chrystie St,40.72110063,-73.9919254,2015,5,2441
Rivington St & Ridge St,40.71850211,-73.98329859,2015,5,1687
S 3 St & Bedford Ave,40.71260486,-73.96264403,2015,5,1132
S 4 St & Wythe Ave,40.71285887,-73.96590294,2015,5,1010
S 5 Pl & S 4 St,40.710451,-73.960876,2015,5,3786
S 5 Pl & S 4 St,40.710451,-73.960876,2015,6,2
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2015,5,648
Sands St & Navy St,40.699773,-73.979927,2015,5,170
Shevchenko Pl & E 7 St,40.728145,-73.990214,2015,5,3035
South St & Gouverneur Ln,40.70355377,-74.00670227,2015,5,2929
South St & Whitehall St,40.70122128,-74.01234218,2015,5,2191
Spruce St & Nassau St,40.71146364,-74.00552427,2015,5,2071
St James Pl & Oliver St,40.71307916,-73.99851193,2015,5,1661
St James Pl & Pearl St,40.71117416,-74.00016545,2015,5,1073
St James Pl & Pearl St,40.71117416,-74.00016545,2015,6,1
St Marks Pl & 1 Ave,40.72779126,-73.98564945,2015,5,3581
St Marks Pl & 2 Ave,40.7284186,-73.98713956,2015,5,4449
Stanton St & Chrystie St,40.72229346,-73.99147535,2015,5,3294
Stanton St & Mangin St,40.71782143,-73.97628939,2015,5,1694
State St & Smith St,40.68926942,-73.98912867,2015,5,1926
Suffolk St & Stanton St,40.72066442,-73.98517977,2015,5,3988
Sullivan St & Washington Sq,40.73047747,-73.99906065,2015,5,3808
University Pl & E 14 St,40.73492695,-73.99200509,2015,5,6974
Vesey Pl & River Terrace,40.7153379,-74.01658354,2015,5,7522
W 11 St & 6 Ave,40.73532427,-73.99800419,2015,5,2372
W 13 St & 5 Ave,40.73543934,-73.99453948,2015,5,2312
W 13 St & 6 Ave,40.73649403,-73.99704374,2015,5,3958
W 13 St & 7 Ave,40.73781509,-73.99994661,2015,5,3550
W 14 St & The High Line,40.74195138,-74.00803013,2015,5,5080
W 15 St & 7 Ave,40.73935542,-73.99931783,2015,5,4559
W 17 St & 8 Ave,40.74177603,-74.00149746,2015,5,2320
W 18 St & 6 Ave,40.73971301,-73.99456405,2015,5,1791
W 20 St & 11 Ave,40.746745,-74.007756,2015,5,7169
W 20 St & 7 Ave,40.74238787,-73.99726235,2015,5,4249
W 20 St & 7 Ave,40.74238787,-73.99726235,2015,6,1
W 20 St & 8 Ave,40.74345335,-74.00004031,2015,5,4219
W 21 St & 6 Ave,40.74173969,-73.99415556,2015,5,9496
W 22 St & 10 Ave,40.74691959,-74.00451887,2015,5,5655
W 22 St & 8 Ave,40.74475148,-73.99915362,2015,5,4735
W 24 St & 7 Ave,40.74487634,-73.99529885,2015,5,4756
W 25 St & 6 Ave,40.74395411,-73.99144871,2015,5,4236
W 26 St & 10 Ave,40.74971775,-74.00295035,2015,5,3745
W 26 St & 8 Ave,40.74734825,-73.99723551,2015,5,4544
W 27 St & 7 Ave,40.746647,-73.993915,2015,5,4588
W 29 St & 9 Ave,40.7500727,-73.99839279,2015,5,3017
W 31 St & 7 Ave,40.749156,-73.9916,2015,5,5327
W 33 St & 7 Ave,40.75019995,-73.99093085,2015,5,5122
W 34 St & 11 Ave,40.75594159,-74.0021163,2015,5,2356
W 37 St & 10 Ave,40.75660359,-73.9979009,2015,5,3427
W 37 St & 5 Ave,40.75038009,-73.98338988,2015,5,2263
W 38 St & 8 Ave,40.75466591,-73.99138152,2015,5,5097
W 39 St & 9 Ave,40.75645824,-73.99372222,2015,5,4470
W 39 St & 9 Ave,40.75645824,-73.99372222,2015,6,2
W 4 St & 7 Ave S,40.73401143,-74.00293877,2015,5,5340
W 41 St & 8 Ave,40.75640548,-73.9900262,2015,5,6050
W 42 St & 8 Ave,40.7575699,-73.99098507,2015,5,4687
W 42 St & 8 Ave,40.7575699,-73.99098507,2015,6,1
W 43 St & 10 Ave,40.76009437,-73.99461843,2015,5,3918
W 43 St & 6 Ave,40.75527307,-73.98316936,2015,5,1054
W 44 St & 5 Ave,40.75500254,-73.98014437,2015,5,4336
W 45 St & 6 Ave,40.7568001,-73.98291153,2015,5,1517
W 45 St & 8 Ave,40.75929124,-73.98859651,2015,5,3414
W 46 St & 11 Ave,40.76341379,-73.99667444,2015,5,1594
W 47 St & 10 Ave,40.76269882,-73.99301222,2015,5,3337
W 49 St & 8 Ave,40.76227205,-73.98788205,2015,5,2317
W 51 St & 6 Ave,40.7606597,-73.98042047,2015,5,3316
W 52 St & 11 Ave,40.76727216,-73.99392888,2015,5,3005
W 52 St & 5 Ave,40.75992262,-73.97648516,2015,5,2832
W 52 St & 5 Ave,40.75992262,-73.97648516,2015,6,1
W 52 St & 9 Ave,40.76461837,-73.98789473,2015,5,1856
W 53 St & 10 Ave,40.76669671,-73.99061728,2015,5,2501
W 54 St & 9 Ave,40.76584941,-73.98690506,2015,5,1581
W 56 St & 10 Ave,40.768254,-73.988639,2015,5,2057
W 56 St & 6 Ave,40.76340613,-73.97722479,2015,5,3254
W 59 St & 10 Ave,40.770513,-73.988038,2015,5,2189
W Broadway & Spring St,40.72490985,-74.00154702,2015,5,5024
W Broadway & Spring St,40.72490985,-74.00154702,2015,6,1
W Houston St & Hudson St,40.72873888,-74.00748842,2015,5,61
Warren St & Church St,40.71473993,-74.00910627,2015,5,2122
Washington Ave & Greene Ave,40.68650065,-73.96563307,2015,5,619
Washington Ave & Greene Ave,40.68650065,-73.96563307,2015,6,1
Washington Ave & Park Ave,40.69610226,-73.96751037,2015,5,980
Washington Park,40.6917823,-73.9737299,2015,5,580
Washington Pl & 6 Ave,40.73224119,-74.00026394,2015,5,2359
Washington Pl & Broadway,40.72903917,-73.99404649,2015,5,3982
Washington Square E,40.73049393,-73.9957214,2015,5,4185
Washington St & Gansevoort St,40.739323,-74.008119,2015,5,5850
Water - Whitehall Plaza,40.70255065,-74.0127234,2015,5,1497
Watts St & Greenwich St,40.72405549,-74.00965965,2015,5,3183
