start_station_name,start_station_latitude,start_station_longitude,year,month,count
Broadway & W 37 St,40.75172632,-73.98753523,2014,2,423
Broadway & W 39 St,40.75299641,-73.98721619,2014,2,354
Broadway & W 41 St,40.75513557,-73.98658032,2014,2,589
Broadway & W 41 St,40.75513557,-73.98658032,2014,3,1
Broadway & W 49 St,40.76064679,-73.98442659,2014,2,963
Broadway & W 51 St,40.76228826,-73.98336183,2014,2,682
Broadway & W 53 St,40.76344058,-73.98268129,2014,2,365
Broadway & W 55 St,40.7652654,-73.98192338,2014,2,597
Broadway & W 58 St,40.76695317,-73.98169333,2014,2,983
Broadway & W 60 St,40.76915505,-73.98191841,2014,2,1146
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,2014,2,110
Canal St & Rutgers St,40.71427487,-73.98990025,2014,2,983
Carlton Ave & Park Ave,40.69580705,-73.97355569,2014,2,93
Carmine St & 6 Ave,40.73038599,-74.00214988,2014,2,1278
Catherine St & Monroe St,40.71117444,-73.99682619,2014,2,439
Central Park S & 6 Ave,40.76590936,-73.97634151,2014,2,429
Centre St & Chambers St,40.71273266,-74.0046073,2014,2,827
Centre St & Worth St,40.71494807,-74.00234482,2014,2,486
Cherry St,40.71219906,-73.97948148,2014,2,247
Christopher St & Greenwich St,40.73291553,-74.00711384,2014,2,1500
Church St & Leonard St,40.71743998,-74.00583475,2014,2,4
Clark St & Henry St,40.69760127,-73.99344559,2014,2,290
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,2014,2,169
Clermont Ave & Park Ave,40.69573398,-73.97129668,2014,2,121
Cleveland Pl & Spring St,40.7218158,-73.99720307,2014,2,1796
Cliff St & Fulton St,40.70823502,-74.00530063,2014,2,778
Clinton Ave & Flushing Ave,40.69794,-73.96986848,2014,2,134
Clinton Ave & Myrtle Ave,40.693261,-73.968896,2014,2,390
Clinton St & Grand St,40.71559509,-73.9870295,2014,2,451
Clinton St & Joralemon St,40.69239502,-73.99337909,2014,2,184
Clinton St & Tillary St,40.696192,-73.991218,2014,2,155
Columbia Heights & Cranberry St,40.70037867,-73.99548059,2014,2,72
Columbia St & Rivington St,40.71739973,-73.98016555,2014,2,474
Concord St & Bridge St,40.69766564,-73.98476437,2014,2,45
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,2014,2,298
DeKalb Ave & Hudson Ave,40.689888,-73.981013,2014,2,354
DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,2014,2,152
DeKalb Ave & Skillman St,40.6906495,-73.95643107,2014,2,142
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2014,2,157
Dean St & 4 Ave,40.68312489,-73.97895137,2014,2,317
Division St & Bowery,40.71413089,-73.9970468,2014,2,647
Duane St & Greenwich St,40.71748752,-74.0104554,2014,2,378
Duffield St & Willoughby St,40.69221589,-73.9842844,2014,2,176
E 10 St & 5 Ave,40.73331967,-73.99510132,2014,2,803
E 10 St & Avenue A,40.72740794,-73.98142006,2014,2,1099
E 11 St & 1 Ave,40.72953837,-73.98426726,2014,2,1160
E 11 St & 2 Ave,40.73047309,-73.98672378,2014,2,1070
E 11 St & Broadway,40.73261787,-73.99158043,2014,2,687
E 12 St & 3 Ave,40.73223272,-73.98889957,2014,2,1065
E 13 St & Avenue A,40.72955361,-73.98057249,2014,2,964
E 14 St & Avenue B,40.72938685,-73.97772429,2014,2,933
E 15 St & 3 Ave,40.734232,-73.986923,2014,2,1139
E 16 St & 5 Ave,40.73726186,-73.99238967,2014,2,1108
E 16 St & Irving Pl,40.73524276,-73.98758561,2014,2,718
E 17 St & Broadway,40.73704984,-73.99009296,2014,2,2492
E 17 St & Broadway,40.73704984,-73.99009296,2014,3,1
E 19 St & 3 Ave,40.73624527,-73.98473765,2014,2,845
E 2 St & 2 Ave,40.72502876,-73.99069656,2014,2,881
E 2 St & Avenue B,40.72217444,-73.98368779,2014,2,1116
E 2 St & Avenue B,40.72217444,-73.98368779,2014,3,1
E 2 St & Avenue C,40.7208736,-73.98085795,2014,2,549
E 20 St & 2 Ave,40.73587678,-73.98205027,2014,2,1095
E 20 St & FDR Drive,40.73314259,-73.97573881,2014,2,956
E 20 St & Park Ave,40.73827428,-73.98751968,2014,2,969
E 23 St & 1 Ave,40.736502,-73.97809472,2014,2,1037
E 25 St & 1 Ave,40.7381765,-73.97738662,2014,2,795
E 25 St & 2 Ave,40.73912601,-73.97973776,2014,2,975
E 27 St & 1 Ave,40.739445,-73.976806,2014,2,706
E 3 St & 1 Ave,40.72467721,-73.98783413,2014,2,1084
E 3 St & 1 Ave,40.72467721,-73.98783413,2014,3,1
E 30 St & Park Ave S,40.74444921,-73.98303529,2014,2,960
E 31 St & 3 Ave,40.74394314,-73.97966069,2014,2,779
E 32 St & Park Ave,40.7457121,-73.98194829,2014,2,1352
E 33 St & 1 Ave,40.74315566,-73.97434726,2014,2,1020
E 33 St & 5 Ave,40.74765947,-73.98490707,2014,2,999
E 37 St & Lexington Ave,40.748238,-73.978311,2014,2,633
E 39 St & 2 Ave,40.74780373,-73.9734419,2014,2,1277
E 39 St & 3 Ave,40.7489006,-73.97604882,2014,2,958
E 4 St & 2 Ave,40.7262807,-73.98978041,2014,2,996
E 40 St & 5 Ave,40.75206231,-73.9816324,2014,2,1051
E 43 St & 2 Ave,40.75022392,-73.97121414,2014,2,359
E 43 St & Vanderbilt Ave,40.75320159,-73.9779874,2014,2,1688
E 45 St & 3 Ave,40.75255434,-73.97282625,2014,2,575
E 47 St & 1 Ave,40.75206862,-73.96784384,2014,2,441
E 47 St & 2 Ave,40.75323098,-73.97032517,2014,2,650
E 47 St & Park Ave,40.75510267,-73.97498696,2014,2,820
E 48 St & 3 Ave,40.7546011,-73.97187886,2014,2,652
E 5 St & Avenue C,40.72299208,-73.97995466,2014,2,625
E 51 St & 1 Ave,40.75455731,-73.96592976,2014,2,459
E 51 St & Lexington Ave,40.75714758,-73.97207836,2014,2,458
E 52 St & 2 Ave,40.756014,-73.967416,2014,2,303
E 53 St & Lexington Ave,40.75828065,-73.97069431,2014,2,492
E 53 St & Madison Ave,40.7597108,-73.97402311,2014,2,508
E 55 St & 2 Ave,40.75797322,-73.96603308,2014,2,440
E 55 St & Lexington Ave,40.75968085,-73.97031366,2014,2,330
E 56 St & 3 Ave,40.75934501,-73.96759673,2014,2,354
E 56 St & Madison Ave,40.761628,-73.972924,2014,2,508
E 58 St & 3 Ave,40.76095756,-73.96724467,2014,2,808
E 59 St & Sutton Pl,40.75849116,-73.95920622,2014,2,427
E 6 St & Avenue B,40.72453734,-73.98185424,2014,2,1075
E 6 St & Avenue D,40.72228087,-73.97668709,2014,2,358
E 7 St & Avenue A,40.72621788,-73.98379855,2014,2,1045
E 9 St & Avenue C,40.72521311,-73.97768752,2014,2,870
E 9 St & Avenue C,40.72521311,-73.97768752,2014,3,2
Elizabeth St & Hester St,40.71729,-73.996375,2014,2,934
Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,2014,2,159
FDR Drive & E 35 St,40.744219,-73.97121214,2014,2,494
Flushing Ave & Carlton Ave,40.69788349,-73.97350332,2014,2,76
Forsyth St & Broome St,40.71893904,-73.99266288,2014,2,676
Forsyth St & Canal St,40.7158155,-73.99422366,2014,2,610
Franklin Ave & Myrtle Ave,40.694528,-73.958089,2014,2,57
Franklin St & W Broadway,40.71911552,-74.00666661,2014,2,632
Front St & Gold St,40.70224,-73.982578,2014,2,56
Front St & Maiden Ln,40.70530954,-74.00612572,2014,2,292
Front St & Washington St,40.70255088,-73.98940236,2014,2,339
Fulton St & Clermont Ave,40.68415748,-73.96922273,2014,2,130
Fulton St & Grand Ave,40.68223166,-73.9614583,2014,2,196
Fulton St & Rockwell Pl,40.687979,-73.978474,2014,2,89
Fulton St & Waverly Ave,40.68317813,-73.9659641,2014,2,287
Fulton St & William St,40.70955958,-74.00653609,2014,2,531
Gallatin Pl & Livingston St,40.69028437,-73.98707105,2014,2,76
Grand Army Plaza & Central Park S,40.7643971,-73.97371465,2014,2,792
Grand St & Greene St,40.72165481,-74.00234737,2014,2,560
Grand St & Havemeyer St,40.71286844,-73.95698119,2014,2,136
Great Jones St,40.72743423,-73.99379025,2014,2,1471
Greenwich Ave & 8 Ave,40.73901691,-74.00263761,2014,2,1500
Greenwich Ave & Charles St,40.735238,-74.000271,2014,2,467
Greenwich Ave & Charles St,40.735238,-74.000271,2014,3,1
Greenwich St & N Moore St,40.72043411,-74.01020609,2014,2,878
Greenwich St & Warren St,40.71542197,-74.01121978,2014,2,935
Hancock St & Bedford Ave,40.68216564,-73.95399026,2014,2,91
Hanover Pl & Livingston St,40.68864636,-73.98263429,2014,2,54
Harrison St & Hudson St,40.71870987,-74.0090009,2014,2,422
Henry St & Atlantic Ave,40.69089272,-73.99612349,2014,2,316
Henry St & Grand St,40.714215,-73.981346,2014,2,897
Henry St & Poplar St,40.700469,-73.991454,2014,2,146
Hicks St & Montague St,40.69512845,-73.99595065,2014,2,249
Howard St & Centre St,40.71910537,-73.99973337,2014,2,705
Hudson St & Reade St,40.71625008,-74.0091059,2014,2,530
Jay St & Tech Pl,40.695065,-73.987167,2014,2,239
John St & William St,40.70862144,-74.00722156,2014,2,593
Johnson St & Gold St,40.69474881,-73.98362464,2014,2,241
Joralemon St & Adams St,40.69246277,-73.98963911,2014,2,496
Kent Ave & S 11 St,40.70827295,-73.96834101,2014,2,136
LaGuardia Pl & W 3 St,40.72917025,-73.99810231,2014,2,1201
Lafayette Ave & Classon Ave,40.68900443,-73.96023854,2014,2,208
Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,2014,2,208
Lafayette Ave & St James Pl,40.68851534,-73.9647628,2014,2,216
Lafayette St & E 8 St,40.73028666,-73.9907647,2014,2,2920
Lafayette St & Jersey St,40.72456089,-73.99565293,2014,2,349
Laight St & Hudson St,40.72185379,-74.00771779,2014,2,226
Lawrence St & Willoughby St,40.69236178,-73.98631746,2014,2,1298
Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,2014,2,167
Lexington Ave & Classon Ave,40.68676793,-73.95928168,2014,2,92
Lexington Ave & E 24 St,40.74025878,-73.98409214,2014,2,1363
Lexington Ave & E 26 St,40.74147286,-73.98320928,2014,2,1288
Liberty St & Broadway,40.70905623,-74.01043382,2014,2,713
Lispenard St & Broadway,40.71939226,-74.00247214,2014,2,670
Little West St & 1 Pl,40.70569254,-74.01677685,2014,2,407
MacDougal St & Prince St,40.72710258,-74.00297088,2014,2,1163
MacDougal St & Washington Sq,40.73226398,-73.99852205,2014,2,646
MacDougal St & Washington Sq,40.73226398,-73.99852205,2014,3,1
Macon St & Nostrand Ave,40.68098339,-73.95004798,2014,2,134
Madison St & Clinton St,40.71269042,-73.98776323,2014,2,445
Madison St & Montgomery St,40.713126,-73.984844,2014,2,421
Maiden Ln & Pearl St,40.70706456,-74.00731853,2014,2,758
Market St & Cherry St,40.71076228,-73.99400398,2014,2,229
Mercer St & Bleecker St,40.72679454,-73.99695094,2014,2,1265
Mercer St & Spring St,40.72362738,-73.99949601,2014,2,631
Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2014,2,352
Monroe St & Bedford Ave,40.6851443,-73.95380904,2014,2,197
Monroe St & Classon Ave,40.6845683,-73.95881081,2014,2,94
Montague St & Clinton St,40.69424674,-73.99215922,2014,2,173
Mott St & Prince St,40.72317958,-73.99480012,2014,2,919
Murray St & West St,40.7149787,-74.013012,2014,2,504
Myrtle Ave & St Edwards St,40.69327018,-73.97703874,2014,2,100
Nassau St & Navy St,40.69839895,-73.98068914,2014,2,89
Norfolk St & Broome St,40.7172274,-73.98802084,2014,2,652
Old Fulton St,40.70277159,-73.99383605,2014,2,151
Old Slip & Front St,40.7037992,-74.00838676,2014,2,404
Park Ave & St Edwards St,40.69608941,-73.97803415,2014,2,57
Park Pl & Church St,40.71336124,-74.00937622,2014,2,669
Pearl St & Anchorage Pl,40.70281858,-73.98765762,2014,2,182
Pearl St & Hanover Square,40.7047177,-74.00926027,2014,2,464
Perry St & Bleecker St,40.73535398,-74.00483091,2014,2,618
Pershing Square N,40.75188406,-73.97770164,2014,2,2719
Pershing Square S,40.75149263,-73.97798848,2014,2,1189
Pike St & E Broadway,40.71406667,-73.99293911,2014,2,621
Pike St & Monroe St,40.71173107,-73.99193043,2014,2,302
Pitt St & Stanton St,40.71926081,-73.98178024,2014,2,230
Railroad Ave & Kay Ave,40.70531194,-73.97100056,2014,2,36
Reade St & Broadway,40.71450451,-74.00562789,2014,2,575
Rivington St & Chrystie St,40.72110063,-73.9919254,2014,2,415
Rivington St & Ridge St,40.71850211,-73.98329859,2014,2,394
S 3 St & Bedford Ave,40.71260486,-73.96264403,2014,2,145
S 4 St & Wythe Ave,40.71285887,-73.96590294,2014,2,164
S 5 Pl & S 4 St,40.710451,-73.960876,2014,2,410
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2014,2,127
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2014,3,1
Sands St & Gold St,40.69986937,-73.98271933,2014,2,136
Shevchenko Pl & E 6 St,40.728145,-73.990214,2014,2,957
South End Ave & Liberty St,40.711512,-74.015756,2014,2,781
South St & Gouverneur Ln,40.70355377,-74.00670227,2014,2,307
South St & Gouverneur Ln,40.70355377,-74.00670227,2014,3,1
South St & Whitehall St,40.70122128,-74.01234218,2014,2,251
Spruce St & Nassau St,40.71146364,-74.00552427,2014,2,508
St James Pl & Oliver St,40.71307916,-73.99851193,2014,2,493
St James Pl & Pearl St,40.71117416,-74.00016545,2014,2,296
St Marks Pl & 1 Ave,40.72779126,-73.98564945,2014,2,985
St Marks Pl & 2 Ave,40.7284186,-73.98713956,2014,2,1177
Stanton St & Chrystie St,40.72229346,-73.99147535,2014,2,751
Stanton St & Mangin St,40.71782143,-73.97628939,2014,2,328
State St,40.70251526,-74.01427023,2014,2,270
State St & Smith St,40.68926942,-73.98912867,2014,2,379
Suffolk St & Stanton St,40.72066442,-73.98517977,2014,2,1015
Sullivan St & Washington Sq,40.73047747,-73.99906065,2014,2,827
University Pl & E 14 St,40.73492695,-73.99200509,2014,2,1808
Vesey Pl & River Terrace,40.7153379,-74.01658354,2014,2,730
W 11 St & 6 Ave,40.73532427,-73.99800419,2014,2,710
W 13 St & 5 Ave,40.73543934,-73.99453948,2014,2,69
W 13 St & 6 Ave,40.73649403,-73.99704374,2014,2,1392
W 13 St & 7 Ave,40.73781509,-73.99994661,2014,2,887
W 14 St & The High Line,40.74195138,-74.00803013,2014,2,353
W 15 St & 7 Ave,40.73935542,-73.99931783,2014,2,1063
W 16 St & The High Line,40.74334935,-74.00681753,2014,2,1010
W 17 St & 8 Ave,40.74177603,-74.00149746,2014,2,1361
W 18 St & 6 Ave,40.73971301,-73.99456405,2014,2,1359
W 20 St & 11 Ave,40.746745,-74.007756,2014,2,1017
W 20 St & 7 Ave,40.74238787,-73.99726235,2014,2,1019
W 20 St & 8 Ave,40.74345335,-74.00004031,2014,2,699
W 20 St & 8 Ave,40.74345335,-74.00004031,2014,3,1
W 21 St & 6 Ave,40.74173969,-73.99415556,2014,2,2403
W 22 St & 10 Ave,40.74691959,-74.00451887,2014,2,1057
W 22 St & 8 Ave,40.74475148,-73.99915362,2014,2,1053
W 24 St & 7 Ave,40.74487634,-73.99529885,2014,2,1263
W 25 St & 6 Ave,40.74395411,-73.99144871,2014,2,1176
W 26 St & 10 Ave,40.74971775,-74.00295035,2014,2,960
W 26 St & 8 Ave,40.74734825,-73.99723551,2014,2,1045
W 27 St & 7 Ave,40.746647,-73.993915,2014,2,1391
W 29 St & 9 Ave,40.7500727,-73.99839279,2014,2,633
W 29 St & 9 Ave,40.7500727,-73.99839279,2014,3,1
W 31 St & 7 Ave,40.749156,-73.9916,2014,2,1538
W 33 St & 7 Ave,40.75019995,-73.99093085,2014,2,1570
W 34 St & 11 Ave,40.75594159,-74.0021163,2014,2,498
W 37 St & 10 Ave,40.75660359,-73.9979009,2014,2,950
W 37 St & 5 Ave,40.75038009,-73.98338988,2014,2,665
W 38 St & 8 Ave,40.75466591,-73.99138152,2014,2,1337
W 39 St & 9 Ave,40.75645824,-73.99372222,2014,2,1248
W 4 St & 7 Ave S,40.73401143,-74.00293877,2014,2,1253
W 41 St & 8 Ave,40.75640548,-73.9900262,2014,2,1916
W 42 St & 8 Ave,40.7575699,-73.99098507,2014,2,1007
W 43 St & 10 Ave,40.76009437,-73.99461843,2014,2,962
W 43 St & 6 Ave,40.75527307,-73.98316936,2014,2,763
W 43 St & 6 Ave,40.75527307,-73.98316936,2014,3,1
W 44 St & 5 Ave,40.75500254,-73.98014437,2014,2,688
W 45 St & 6 Ave,40.7568001,-73.98291153,2014,2,911
W 45 St & 8 Ave,40.75929124,-73.98859651,2014,2,720
W 46 St & 11 Ave,40.76341379,-73.99667444,2014,2,364
W 47 St & 10 Ave,40.76269882,-73.99301222,2014,2,630
W 49 St & 5 Ave,40.75795248,-73.97787642,2014,2,569
W 49 St & 8 Ave,40.76227205,-73.98788205,2014,2,775
W 51 St & 6 Ave,40.7606597,-73.98042047,2014,2,771
W 52 St & 11 Ave,40.76727216,-73.99392888,2014,2,676
W 52 St & 5 Ave,40.75992262,-73.97648516,2014,2,542
W 52 St & 9 Ave,40.76461837,-73.98789473,2014,2,414
W 53 St & 10 Ave,40.76669671,-73.99061728,2014,2,669
W 54 St & 9 Ave,40.76584941,-73.98690506,2014,2,264
W 56 St & 10 Ave,40.768254,-73.988639,2014,2,581
W 56 St & 6 Ave,40.76340613,-73.97722479,2014,2,746
W 59 St & 10 Ave,40.770513,-73.988038,2014,2,766
W Broadway & Spring St,40.72490985,-74.00154702,2014,2,760
W Houston St & Hudson St,40.72873888,-74.00748842,2014,2,1139
Warren St & Church St,40.71473993,-74.00910627,2014,2,388
Washington Ave & Greene Ave,40.68650065,-73.96563307,2014,2,139
Washington Ave & Park Ave,40.69610226,-73.96751037,2014,2,250
Washington Park,40.69178232,-73.97372989,2014,2,137
Washington Pl & 6 Ave,40.73224119,-74.00026394,2014,2,632
Washington Pl & Broadway,40.72903917,-73.99404649,2014,2,1191
Washington Square E,40.73049393,-73.9957214,2014,2,744
Washington St & Gansevoort St,40.739323,-74.008119,2014,2,766
Water - Whitehall Plaza,40.70255065,-74.0127234,2014,2,388
Watts St & Greenwich St,40.72405549,-74.00965965,2014,2,482
West St & Chambers St,40.71754834,-74.01322069,2014,2,1324
West Thames St,40.70834698,-74.01713445,2014,2,668
William St & Pine St,40.70717936,-74.00887308,2014,2,512
Willoughby Ave & Hall St,40.69196035,-73.96536851,2014,2,250
Willoughby Ave & Walworth St,40.69331716,-73.95381995,2014,2,160
Willoughby St & Fleet St,40.69196566,-73.9813018,2014,2,277
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2014,2,222
York St & Jay St,40.7014851,-73.98656928,2014,2,400
1 Ave & E 15 St,40.73221853,-73.98165557,2014,3,2562
1 Ave & E 18 St,40.73416059,-73.98024289,2014,3,1808
1 Ave & E 30 St,40.74144387,-73.97536082,2014,3,1673
1 Ave & E 44 St,40.75001986,-73.96905301,2014,3,1288
10 Ave & W 28 St,40.75066386,-74.00176802,2014,3,1325
11 Ave & W 27 St,40.751396,-74.005226,2014,3,1271
11 Ave & W 41 St,40.76030096,-73.99884222,2014,3,1529
12 Ave & W 40 St,40.76087502,-74.00277668,2014,3,1289
2 Ave & E 31 St,40.74290902,-73.97706058,2014,3,2333
2 Ave & E 58 St,40.76020258,-73.96478473,2014,3,1158
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2014,3,184
5 Ave & E 29 St,40.7451677,-73.98683077,2014,3,2015
6 Ave & Broome St,40.724399,-74.004704,2014,3,1257
6 Ave & Canal St,40.72243797,-74.00566443,2014,3,1093
6 Ave & W 33 St,40.74901271,-73.98848395,2014,3,2097
7 Ave & Farragut St,40.69892054,-73.97332996,2014,3,118
8 Ave & W 31 St,40.75044999,-73.99481051,2014,3,4782
8 Ave & W 33 St,40.751551,-73.993934,2014,3,3781
8 Ave & W 52 St,40.76370739,-73.9851615,2014,3,1765
9 Ave & W 14 St,40.7405826,-74.00550867,2014,3,1561
9 Ave & W 16 St,40.74206539,-74.00443172,2014,3,1785
9 Ave & W 18 St,40.74317449,-74.00366443,2014,3,1349
9 Ave & W 18 St,40.74317449,-74.00366443,2014,4,1
9 Ave & W 22 St,40.7454973,-74.00197139,2014,3,2430
9 Ave & W 45 St,40.76019252,-73.9912551,2014,3,1798
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,2014,3,680
Allen St & E Houston St,40.722055,-73.989111,2014,3,1987
Allen St & E Houston St,40.722055,-73.989111,2014,4,1
Allen St & Hester St,40.71605866,-73.99190759,2014,3,1728
Allen St & Rivington St,40.72019576,-73.98997825,2014,3,2021
Ashland Pl & Hanson Pl,40.68528172,-73.97805813,2014,3,984
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2014,3,615
Atlantic Ave & Furman St,40.69165183,-73.9999786,2014,3,356
Avenue D & E 12 St,40.72580614,-73.97422494,2014,3,183
Avenue D & E 3 St,40.72082834,-73.97793172,2014,3,833
Avenue D & E 8 St,40.72368361,-73.97574813,2014,3,513
Bank St & Hudson St,40.73652889,-74.00618026,2014,3,1529
Bank St & Washington St,40.7361967,-74.00859207,2014,3,1197
Barclay St & Church St,40.71291224,-74.01020234,2014,3,2234
Barrow St & Hudson St,40.73172428,-74.00674436,2014,3,2047
Bayard St & Baxter St,40.71602118,-73.99974372,2014,3,1484
Bedford Ave & S 9th St,40.70853074,-73.96408963,2014,3,77
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,2014,3,791
Bond St & Schermerhorn St,40.68807003,-73.98410637,2014,3,479
Broad St & Bridge St,40.70365182,-74.01167797,2014,3,615
Broadway & Battery Pl,40.70463334,-74.01361706,2014,3,1212
Broadway & Berry St,40.71044554,-73.96525063,2014,3,337
Broadway & E 14 St,40.73454567,-73.99074142,2014,3,3649
Broadway & E 14 St,40.73454567,-73.99074142,2014,4,2
Broadway & E 22 St,40.7403432,-73.98955109,2014,3,3020
Broadway & W 24 St,40.7423543,-73.98915076,2014,3,3292
Broadway & W 29 St,40.7462009,-73.98855723,2014,3,1987
Broadway & W 32 St,40.74854862,-73.98808416,2014,3,2158
Broadway & W 36 St,40.75097711,-73.98765428,2014,3,1268
Broadway & W 36 St,40.75097711,-73.98765428,2014,4,1
Broadway & W 37 St,40.75172632,-73.98753523,2014,3,1172
Broadway & W 39 St,40.75299641,-73.98721619,2014,3,1562
Broadway & W 41 St,40.75513557,-73.98658032,2014,3,2352
Broadway & W 49 St,40.76064679,-73.98442659,2014,3,2105
Broadway & W 51 St,40.76228826,-73.98336183,2014,3,1854
Broadway & W 53 St,40.76344058,-73.98268129,2014,3,1255
Broadway & W 55 St,40.7652654,-73.98192338,2014,3,1504
Broadway & W 58 St,40.76695317,-73.98169333,2014,3,2181
Broadway & W 58 St,40.76695317,-73.98169333,2014,4,1
Broadway & W 60 St,40.76915505,-73.98191841,2014,3,2576
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,2014,3,167
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,2014,3,278
Cadman Plaza West & Montague St,40.69383,-73.990539,2014,3,1081
Canal St & Rutgers St,40.71427487,-73.98990025,2014,3,1735
Carlton Ave & Park Ave,40.69580705,-73.97355569,2014,3,183
Carmine St & 6 Ave,40.73038599,-74.00214988,2014,3,2444
Catherine St & Monroe St,40.71117444,-73.99682619,2014,3,818
Central Park S & 6 Ave,40.76590936,-73.97634151,2014,3,1057
Centre St & Chambers St,40.71273266,-74.0046073,2014,3,2117
Centre St & Worth St,40.71494807,-74.00234482,2014,3,1072
Cherry St,40.71219906,-73.97948148,2014,3,653
Christopher St & Greenwich St,40.73291553,-74.00711384,2014,3,2760
Clark St & Henry St,40.69760127,-73.99344559,2014,3,540
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,2014,3,276
Clermont Ave & Park Ave,40.69573398,-73.97129668,2014,3,224
Cleveland Pl & Spring St,40.7218158,-73.99720307,2014,3,2952
Cliff St & Fulton St,40.70823502,-74.00530063,2014,3,1283
Clinton Ave & Flushing Ave,40.69794,-73.96986848,2014,3,275
Clinton Ave & Myrtle Ave,40.693261,-73.968896,2014,3,858
Clinton St & Grand St,40.71559509,-73.9870295,2014,3,1054
